AAA	none	8086,NOLONG	AAA 	ASCII Adjust After Addition	AAA.html
VPMOVSXWD	xmmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVSXWD xmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWD	ymmreg|mask|z,xmmrm128	AVX512VL,AVX512,FUTURE	VPMOVSXWD ymm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWD	zmmreg|mask|z,ymmrm256	AVX512,FUTURE	VPMOVSXWD zmm|mask|z, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	xmmreg,xmmrm32	AVX,SANDYBRIDGE	VPMOVSXWQ xmm, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	ymmreg,mem64	FUTURE,AVX2	VPMOVSXWQ ymm, mem64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	ymmreg,xmmreg	FUTURE,AVX2	VPMOVSXWQ ymm, xmm	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	xmmreg|mask|z,xmmrm32	AVX512VL,AVX512,FUTURE	VPMOVSXWQ xmm|mask|z, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	ymmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVSXWQ ymm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXWQ	zmmreg|mask|z,xmmrm128	AVX512,FUTURE	VPMOVSXWQ zmm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXDQ	xmmreg,xmmrm64	AVX,SANDYBRIDGE	VPMOVSXDQ xmm, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXDQ	ymmreg,xmmrm128	FUTURE,AVX2	VPMOVSXDQ ymm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXDQ	xmmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVSXDQ xmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXDQ	ymmreg|mask|z,xmmrm128	AVX512VL,AVX512,FUTURE	VPMOVSXDQ ymm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVSXDQ	zmmreg|mask|z,ymmrm256	AVX512,FUTURE	VPMOVSXDQ zmm|mask|z, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBW	xmmreg,xmmrm64	AVX,SANDYBRIDGE	VPMOVZXBW xmm, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMOVZXBW	ymmreg,xmmrm128	FUTURE,AVX2	VPMOVZXBW ymm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMOVZXBW	xmmreg|mask|z,xmmrm64	AVX512VL,AVX512BW,FUTURE	VPMOVZXBW xmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMOVZXBW	ymmreg|mask|z,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPMOVZXBW ymm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMOVZXBW	zmmreg|mask|z,ymmrm256	AVX512BW,FUTURE	VPMOVZXBW zmm|mask|z, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMOVZXBD	xmmreg,xmmrm32	AVX,SANDYBRIDGE	VPMOVZXBD xmm, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBD	ymmreg,mem64	FUTURE,AVX2	VPMOVZXBD ymm, mem64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBD	ymmreg,xmmreg	FUTURE,AVX2	VPMOVZXBD ymm, xmm	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBD	xmmreg|mask|z,xmmrm32	AVX512VL,AVX512,FUTURE	VPMOVZXBD xmm|mask|z, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBD	ymmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVZXBD ymm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBD	zmmreg|mask|z,xmmrm128	AVX512,FUTURE	VPMOVZXBD zmm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	xmmreg,xmmrm16	AVX,SANDYBRIDGE	VPMOVZXBQ xmm, xmm/m16	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	ymmreg,mem32	FUTURE,AVX2	VPMOVZXBQ ymm, mem32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	ymmreg,xmmreg	FUTURE,AVX2	VPMOVZXBQ ymm, xmm	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	xmmreg|mask|z,xmmrm16	AVX512VL,AVX512,FUTURE	VPMOVZXBQ xmm|mask|z, xmm/m16	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	ymmreg|mask|z,xmmrm32	AVX512VL,AVX512,FUTURE	VPMOVZXBQ ymm|mask|z, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXBQ	zmmreg|mask|z,xmmrm64	AVX512,FUTURE	VPMOVZXBQ zmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWD	xmmreg,xmmrm64	AVX,SANDYBRIDGE	VPMOVZXWD xmm, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWD	ymmreg,xmmrm128	FUTURE,AVX2	VPMOVZXWD ymm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWD	xmmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVZXWD xmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWD	ymmreg|mask|z,xmmrm128	AVX512VL,AVX512,FUTURE	VPMOVZXWD ymm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWD	zmmreg|mask|z,ymmrm256	AVX512,FUTURE	VPMOVZXWD zmm|mask|z, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	xmmreg,xmmrm32	AVX,SANDYBRIDGE	VPMOVZXWQ xmm, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	ymmreg,mem64	FUTURE,AVX2	VPMOVZXWQ ymm, mem64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	ymmreg,xmmreg	FUTURE,AVX2	VPMOVZXWQ ymm, xmm	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	xmmreg|mask|z,xmmrm32	AVX512VL,AVX512,FUTURE	VPMOVZXWQ xmm|mask|z, xmm/m32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	ymmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVZXWQ ymm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXWQ	zmmreg|mask|z,xmmrm128	AVX512,FUTURE	VPMOVZXWQ zmm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXDQ	xmmreg,xmmrm64	AVX,SANDYBRIDGE	VPMOVZXDQ xmm, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXDQ	ymmreg,xmmrm128	FUTURE,AVX2	VPMOVZXDQ ymm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXDQ	xmmreg|mask|z,xmmrm64	AVX512VL,AVX512,FUTURE	VPMOVZXDQ xmm|mask|z, xmm/m64	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXDQ	ymmreg|mask|z,xmmrm128	AVX512VL,AVX512,FUTURE	VPMOVZXDQ ymm|mask|z, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMOVZXDQ	zmmreg|mask|z,ymmrm256	AVX512,FUTURE	VPMOVZXDQ zmm|mask|z, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULHUW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULHUW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHUW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULHUW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHUW	xmmreg|mask|z,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPMULHUW xmm|mask|z, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHUW	ymmreg|mask|z,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPMULHUW ymm|mask|z, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHUW	zmmreg|mask|z,zmmreg,zmmrm512	AVX512BW,FUTURE	VPMULHUW zmm|mask|z, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHRSW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULHRSW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHRSW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULHRSW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHRSW	xmmreg|mask|z,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPMULHRSW xmm|mask|z, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHRSW	ymmreg|mask|z,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPMULHRSW ymm|mask|z, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHRSW	zmmreg|mask|z,zmmreg,zmmrm512	AVX512BW,FUTURE	VPMULHRSW zmm|mask|z, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULHW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULHW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHW	xmmreg|mask|z,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPMULHW xmm|mask|z, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHW	ymmreg|mask|z,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPMULHW ymm|mask|z, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULHW	zmmreg|mask|z,zmmreg,zmmrm512	AVX512BW,FUTURE	VPMULHW zmm|mask|z, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULLW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULLW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLW	xmmreg|mask|z,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPMULLW xmm|mask|z, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLW	ymmreg|mask|z,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPMULLW ymm|mask|z, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLW	zmmreg|mask|z,zmmreg,zmmrm512	AVX512BW,FUTURE	VPMULLW zmm|mask|z, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPMULLD	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULLD xmm, xmm, xmm/m128	Multiply Int32 Vectors And Store Low Result	
VPMULLD	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULLD ymm, ymm, ymm/m256	Multiply Int32 Vectors And Store Low Result	
VPMULLD	xmmreg|mask|z,xmmreg,xmmrm128|b32	AVX512VL,AVX512,FUTURE	VPMULLD xmm|mask|z, xmm, xmm/m128|b32	Multiply Int32 Vectors And Store Low Result	
VPMULLD	ymmreg|mask|z,ymmreg,ymmrm256|b32	AVX512VL,AVX512,FUTURE	VPMULLD ymm|mask|z, ymm, ymm/m256|b32	Multiply Int32 Vectors And Store Low Result	
VPMULLD	zmmreg|mask|z,zmmreg,zmmrm512|b32	AVX512,FUTURE	VPMULLD zmm|mask|z, zmm, zmm/m512|b32	Multiply Int32 Vectors And Store Low Result	
VPMULUDQ	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULUDQ xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULUDQ	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULUDQ ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULUDQ	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512,FUTURE	VPMULUDQ xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULUDQ	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPMULUDQ ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULUDQ	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPMULUDQ zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULDQ	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPMULDQ xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULDQ	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPMULDQ ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULDQ	xmmreg|mask|z,xmmreg,xmmrm128|b64	AVX512VL,AVX512,FUTURE	VPMULDQ xmm|mask|z, xmm, xmm/m128|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULDQ	ymmreg|mask|z,ymmreg,ymmrm256|b64	AVX512VL,AVX512,FUTURE	VPMULDQ ymm|mask|z, ymm, ymm/m256|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPMULDQ	zmmreg|mask|z,zmmreg,zmmrm512|b64	AVX512,FUTURE	VPMULDQ zmm|mask|z, zmm, zmm/m512|b32	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512	
VPOR	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPOR xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPOR	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPOR ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSADBW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSADBW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSADBW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSADBW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSADBW	xmmreg,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPSADBW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSADBW	ymmreg,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPSADBW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSADBW	zmmreg,zmmreg,zmmrm512	AVX512BW,FUTURE	VPSADBW zmm, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFB	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSHUFB xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFB	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSHUFB ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFB	xmmreg|mask|z,xmmreg,xmmrm128	AVX512VL,AVX512BW,FUTURE	VPSHUFB xmm|mask|z, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFB	ymmreg|mask|z,ymmreg,ymmrm256	AVX512VL,AVX512BW,FUTURE	VPSHUFB ymm|mask|z, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFB	zmmreg|mask|z,zmmreg,zmmrm512	AVX512BW,FUTURE	VPSHUFB zmm|mask|z, zmm, zmm/m512	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFD	xmmreg,xmmrm128,imm8	AVX,SANDYBRIDGE	VPSHUFD xmm, xmm/m128, imm8	Shuf?le Vector Doublewords	
VPSHUFD	ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPSHUFD ymm, ymm/m256, imm8	Shuf?le Vector Doublewords	
VPSHUFD	xmmreg|mask|z,xmmrm128|b32,imm8	AVX512VL,AVX512,FUTURE	VPSHUFD xmm|mask|z, xmm/m128|b32, imm8	Shuf?le Vector Doublewords	
VPSHUFD	ymmreg|mask|z,ymmrm256|b32,imm8	AVX512VL,AVX512,FUTURE	VPSHUFD ymm|mask|z, ymm/m256|b32, imm8	Shuf?le Vector Doublewords	
VPSHUFD	zmmreg|mask|z,zmmrm512|b32,imm8	AVX512,FUTURE	VPSHUFD zmm|mask|z, zmm/m512|b32, imm8	Shuf?le Vector Doublewords	
VPSHUFHW	xmmreg,xmmrm128,imm8	AVX,SANDYBRIDGE	VPSHUFHW xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFHW	ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPSHUFHW ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFHW	xmmreg|mask|z,xmmrm128,imm8	AVX512VL,AVX512BW,FUTURE	VPSHUFHW xmm|mask|z, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFHW	ymmreg|mask|z,ymmrm256,imm8	AVX512VL,AVX512BW,FUTURE	VPSHUFHW ymm|mask|z, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFHW	zmmreg|mask|z,zmmrm512,imm8	AVX512BW,FUTURE	VPSHUFHW zmm|mask|z, zmm/m512, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFLW	xmmreg,xmmrm128,imm8	AVX,SANDYBRIDGE	VPSHUFLW xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFLW	ymmreg,ymmrm256,imm8	FUTURE,AVX2	VPSHUFLW ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFLW	xmmreg|mask|z,xmmrm128,imm8	AVX512VL,AVX512BW,FUTURE	VPSHUFLW xmm|mask|z, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFLW	ymmreg|mask|z,ymmrm256,imm8	AVX512VL,AVX512BW,FUTURE	VPSHUFLW ymm|mask|z, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSHUFLW	zmmreg|mask|z,zmmrm512,imm8	AVX512BW,FUTURE	VPSHUFLW zmm|mask|z, zmm/m512, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSIGNB	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSIGNB xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSIGNB	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSIGNB ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSIGNW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSIGNW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSIGNW	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSIGNW ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSIGND	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSIGND xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSIGND	ymmreg,ymmreg*,ymmrm256	FUTURE,AVX2	VPSIGND ymm, ymm, ymm/m256	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2	
VPSLLDQ	xmmreg,xmmreg*,imm8	AVX,SANDYBRIDGE	VPSLLDQ xmm, xmm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLDQ	ymmreg,ymmreg*,imm8	FUTURE,AVX2	VPSLLDQ ymm, ymm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLDQ	xmmreg,xmmrm128,imm8	AVX512VL,AVX512BW,FUTURE	VPSLLDQ xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLDQ	ymmreg,ymmrm256,imm8	AVX512VL,AVX512BW,FUTURE	VPSLLDQ ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLDQ	zmmreg,zmmrm512,imm8	AVX512BW,FUTURE	VPSLLDQ zmm, zmm/m512, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSRLDQ	xmmreg,xmmreg*,imm8	AVX,SANDYBRIDGE	VPSRLDQ xmm, xmm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSRLDQ	ymmreg,ymmreg*,imm8	FUTURE,AVX2	VPSRLDQ ymm, ymm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSRLDQ	xmmreg,xmmrm128,imm8	AVX512VL,AVX512BW,FUTURE	VPSRLDQ xmm, xmm/m128, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSRLDQ	ymmreg,ymmrm256,imm8	AVX512VL,AVX512BW,FUTURE	VPSRLDQ ymm, ymm/m256, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSRLDQ	zmmreg,zmmrm512,imm8	AVX512BW,FUTURE	VPSRLDQ zmm, zmm/m512, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLW	xmmreg,xmmreg*,xmmrm128	AVX,SANDYBRIDGE	VPSLLW xmm, xmm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLW	xmmreg,xmmreg*,imm8	AVX,SANDYBRIDGE	VPSLLW xmm, xmm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLW	ymmreg,ymmreg*,xmmrm128	FUTURE,AVX2	VPSLLW ymm, ymm, xmm/m128	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
VPSLLW	ymmreg,ymmreg*,imm8	FUTURE,AVX2	VPSLLW ymm, ymm, imm8	TODO: AVX,SANDYBRIDGE,FUTURE,AVX2,AVX512VL,AVX512BW	
